id,size,type,status,weight,inbound_mode,outbound_mode,direction,service,input_vessel,input_vessel_carrier,input_vessel_liner,input_vessel_service,output_vessel,output_vessel_carrier,output_vessel_liner,output_vessel_service
ORNU1138187,40,dry,full,medium,feeder,deep_sea,waterside_transshipment,washing,,,,,Jim Wonder,,BGF,BGGFEED
JNQY4439325,20,dry,full,medium,rail,deep_sea,export,washing,,,,,Jim Wonder,,BGF,BGGFEED
OSEE5528629,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,,,,,Jim Wonder,,BGF,BGGFEED
TDJM5219886,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,strip,,,,,Jim Wonder,,BGF,BGGFEED
ZRIS9491949,20,reefer,full,heavy,feeder,deep_sea,waterside_transshipment,,,,,,Jim Wonder,,BGF,BGGFEED
OLRT4124669,40,"dry, reefer",full,heavy,truck,deep_sea,export,washing,,,,,Jim Wonder,,BGF,BGGFEED
ZXOJ7778112,40,dry,empty,heavy,deep_sea,deep_sea,waterside_transshipment,,,,,,Jim Wonder,,BGF,BGGFEED
LKOM1533446,40,dry,full,heavy,truck,deep_sea,export,"seal, strip",,,,,Jim Wonder,,BGF,BGGFEED
VBGJ3736143,40,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,stuff,,,,,Jim Wonder,,BGF,BGGFEED
NMTN9832748,20,"dry, reefer",full,heavy,rail,deep_sea,export,washing,,,,,Jim Wonder,,BGF,BGGFEED
SFOH2331662,40,dry,full,light,rail,deep_sea,export,strip,,,,,Jim Wonder,,BGF,BGGFEED
VVLH4474828,40,dry,empty,heavy,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
XRCF1895895,40,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
NZIB7463189,40,dry,full,light,deep_sea,rail,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
BXGF4753561,20,dry,empty,heavy,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
SXJB9852784,40,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
LDYI9347869,40,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
SBJK6596537,20,hazardous,full,heavy,deep_sea,rail,import,"washing, strip",Jim Wonder,,BGF,BGGFEED,,,,
EBRN1285182,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
TUMC7652212,40,"dry, reefer",full,medium,deep_sea,deep_sea,waterside_transshipment,washing,Jim Wonder,,BGF,BGGFEED,,,,
QEHS4961178,40,dry,full,medium,deep_sea,rail,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
KYVB8665647,40,"dry, reefer",full,light,deep_sea,rail,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
FFCK1457893,20,dry,empty,medium,deep_sea,feeder,waterside_transshipment,customs,Jim Wonder,,BGF,BGGFEED,,,,
AXNI6929744,40,dry,full,light,deep_sea,rail,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
QUOR8736175,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
QSJH9213148,40,"dry, hazardous",full,heavy,deep_sea,truck,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
YVZT1345284,40,dry,full,medium,deep_sea,rail,import,"seal, stuff",Jim Wonder,,BGF,BGGFEED,,,,
PYXF8316511,40,dry,full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
QYFU1356446,20,"dry, tank",full,medium,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
CBML1684513,40,dry,full,medium,deep_sea,truck,import,"seal, strip, stuff",Jim Wonder,,BGF,BGGFEED,,,,
JKJN1237438,40,dry,full,light,deep_sea,truck,import,"strip, stuff",Jim Wonder,,BGF,BGGFEED,,,,
EFEZ8379644,40,dry,full,heavy,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
EFAQ4672996,40,tank,full,light,deep_sea,rail,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
ZNXS5417763,20,dry,full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
RKBZ6523647,40,dry,empty,medium,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
OKBR2358111,20,dry,full,medium,deep_sea,rail,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
CBZH6422611,20,tank,full,heavy,deep_sea,truck,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
AYAJ8573535,40,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
KFKS6468594,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
LTPU5376596,20,dry,full,medium,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
DLCP4343167,20,dry,full,light,deep_sea,rail,import,"seal, strip",Jim Wonder,,BGF,BGGFEED,,,,
KNLX2778177,40,dry,empty,heavy,deep_sea,rail,import,"washing, seal",Jim Wonder,,BGF,BGGFEED,,,,
TWCD4281469,20,dry,full,medium,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
WMTW8123363,40,dry,full,medium,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
LJDA6491748,40,"dry, hazardous",full,heavy,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
SAOC6729219,40,dry,empty,light,deep_sea,rail,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
NMLL3535169,20,dry,empty,medium,deep_sea,rail,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
CTPD1179138,40,dry,full,light,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
FGJX8265248,40,reefer,empty,light,deep_sea,deep_sea,waterside_transshipment,seal,Jim Wonder,,BGF,BGGFEED,,,,
SNWD5865691,20,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
SFEH9579214,40,hazardous,empty,medium,deep_sea,rail,import,"seal, strip",Jim Wonder,,BGF,BGGFEED,,,,
ZNKI9679778,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,customs,Jim Wonder,,BGF,BGGFEED,,,,
RHQY3983725,20,dry,full,heavy,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
GRYE3985619,40,dry,full,light,deep_sea,rail,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
VPAI8869522,20,hazardous,empty,heavy,deep_sea,rail,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
QTAO8466867,40,dry,empty,medium,deep_sea,truck,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
FPRW1594374,40,"dry, reefer",empty,light,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
KWVR2532126,40,dry,empty,medium,deep_sea,deep_sea,waterside_transshipment,washing,Jim Wonder,,BGF,BGGFEED,,,,
GWCF8415934,40,dry,full,heavy,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
DNDJ4962786,40,dry,empty,medium,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
OPCL4968956,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,"seal, customs",Jim Wonder,,BGF,BGGFEED,,,,
DGKA6395324,40,dry,empty,medium,deep_sea,rail,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
EAFX7535647,40,"dry, hazardous",full,light,deep_sea,feeder,waterside_transshipment,"washing, customs",Jim Wonder,,BGF,BGGFEED,,,,
HHLW2695333,40,dry,full,medium,deep_sea,rail,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
AQCY4785852,20,dry,empty,medium,deep_sea,rail,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
BDGE2683836,40,dry,full,heavy,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
LOFT7564233,40,reefer,empty,medium,deep_sea,rail,import,"washing, stuff",Jim Wonder,,BGF,BGGFEED,,,,
EBRZ2435377,40,"dry, reefer",full,heavy,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
GMAE4438775,40,"dry, reefer",empty,light,deep_sea,rail,import,"seal, customs",Jim Wonder,,BGF,BGGFEED,,,,
QBXJ3539461,40,"dry, hazardous",full,medium,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
FIYF7462586,40,dry,empty,medium,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
KVMM7561135,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
BIPW6652338,20,"dry, reefer, tank",full,heavy,deep_sea,rail,import,"washing, strip",Jim Wonder,,BGF,BGGFEED,,,,
CNRV8953229,40,dry,full,light,deep_sea,truck,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
UPYS1196431,40,dry,full,light,deep_sea,rail,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
YJGG8353271,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,"washing, customs",Jim Wonder,,BGF,BGGFEED,,,,
NDVK8523447,20,dry,full,light,deep_sea,truck,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
JSRN8245577,40,"dry, tank",full,medium,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
MCXQ6317863,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,"seal, strip, stuff",Jim Wonder,,BGF,BGGFEED,,,,
SSEQ7357954,40,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
MIQQ5342759,40,dry,full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
PZYJ6834491,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
TNTO9784975,20,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,"strip, stuff",Jim Wonder,,BGF,BGGFEED,,,,
LVHP1657472,40,dry,full,medium,deep_sea,rail,import,"washing, strip",Jim Wonder,,BGF,BGGFEED,,,,
KZEN3651112,40,"dry, tank",full,heavy,deep_sea,deep_sea,waterside_transshipment,"washing, customs",Jim Wonder,,BGF,BGGFEED,,,,
MDDZ4288362,40,hazardous,empty,medium,deep_sea,rail,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
UNCH2232925,20,dry,full,light,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
TAXD9945536,40,"dry, reefer",full,light,deep_sea,deep_sea,waterside_transshipment,stuff,Jim Wonder,,BGF,BGGFEED,,,,
ENEP5392826,40,dry,full,light,deep_sea,feeder,waterside_transshipment,strip,Jim Wonder,,BGF,BGGFEED,,,,
JKMH4967654,40,dry,full,medium,deep_sea,truck,import,"seal, customs",Jim Wonder,,BGF,BGGFEED,,,,
WVQL7142582,40,dry,full,light,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
AMLV9119671,40,dry,full,heavy,deep_sea,feeder,waterside_transshipment,"washing, seal",Jim Wonder,,BGF,BGGFEED,,,,
IKZQ5949537,20,"dry, tank",full,light,deep_sea,rail,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
HXYJ7296394,40,reefer,full,light,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
AFHK4472228,40,dry,full,light,deep_sea,truck,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
TLYG9593552,40,"dry, hazardous",empty,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
HNEL5319972,40,"dry, hazardous",empty,medium,deep_sea,truck,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
TFOZ7851867,20,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
OTEO5972778,40,"dry, reefer",full,light,deep_sea,feeder,waterside_transshipment,washing,Jim Wonder,,BGF,BGGFEED,,,,
ORUF6536755,40,dry,full,medium,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
UCRD8461124,20,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,strip,Jim Wonder,,BGF,BGGFEED,,,,
LEWC7636961,40,dry,empty,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
LRMI8914382,40,dry,full,medium,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
YSMY7589499,40,hazardous,empty,heavy,deep_sea,truck,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
TEGP9122719,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
FIAJ2923239,20,dry,full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
VCWV5583169,20,dry,full,medium,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
NYNF1924281,40,dry,empty,medium,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
PFUD9615527,40,"dry, hazardous",full,light,deep_sea,rail,import,"customs, stuff",Jim Wonder,,BGF,BGGFEED,,,,
BNKE1716523,40,dry,full,light,deep_sea,rail,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
VLCS7736924,20,reefer,full,medium,deep_sea,rail,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
LBTF7845487,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,"seal, customs",Jim Wonder,,BGF,BGGFEED,,,,
NOTJ5569961,40,"dry, reefer",full,light,deep_sea,rail,import,"washing, strip",Jim Wonder,,BGF,BGGFEED,,,,
IOIJ1761917,40,dry,full,light,deep_sea,feeder,waterside_transshipment,"washing, strip",Jim Wonder,,BGF,BGGFEED,,,,
KUVQ6759181,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,"customs, stuff",Jim Wonder,,BGF,BGGFEED,,,,
XYLB3172393,40,dry,full,light,deep_sea,feeder,waterside_transshipment,strip,Jim Wonder,,BGF,BGGFEED,,,,
TZHW9946352,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,"customs, strip",Jim Wonder,,BGF,BGGFEED,,,,
FDQL8614996,20,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
MTGV7151634,40,dry,full,heavy,deep_sea,rail,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
TFCP5345794,40,"dry, tank",empty,medium,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
UPEO7628281,20,dry,full,light,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
QKPM4899784,20,dry,full,light,deep_sea,truck,import,"seal, strip",Jim Wonder,,BGF,BGGFEED,,,,
PNFN9623231,40,dry,full,light,deep_sea,rail,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
DTAZ4242673,40,dry,full,medium,deep_sea,truck,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
SQXK5951996,40,dry,full,light,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
UQSG9396197,20,dry,full,light,deep_sea,rail,import,"washing, customs",Jim Wonder,,BGF,BGGFEED,,,,
FFJZ8166665,40,dry,empty,light,deep_sea,truck,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
EEIO2219358,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
WTOU4755687,40,dry,full,medium,deep_sea,rail,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
KONA3731194,40,tank,full,heavy,deep_sea,rail,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
AJTY1319328,40,dry,full,heavy,deep_sea,truck,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
CSMO7771551,40,"reefer, hazardous",full,medium,deep_sea,deep_sea,waterside_transshipment,stuff,Jim Wonder,,BGF,BGGFEED,,,,
KGXM9837687,40,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
WJBS2369982,40,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
WWEJ5461498,20,dry,full,medium,deep_sea,truck,import,"seal, stuff",Jim Wonder,,BGF,BGGFEED,,,,
XGDZ8925191,20,tank,full,light,deep_sea,truck,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
UUIB5242521,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,"washing, seal, stuff",Jim Wonder,,BGF,BGGFEED,,,,
YPCH6475368,20,dry,empty,heavy,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
NQEV6338652,40,"dry, reefer",full,heavy,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
JHTY3455278,40,"reefer, hazardous",full,light,deep_sea,deep_sea,waterside_transshipment,"washing, strip",Jim Wonder,,BGF,BGGFEED,,,,
SXKY9732796,20,dry,full,heavy,deep_sea,rail,import,"washing, strip",Jim Wonder,,BGF,BGGFEED,,,,
BMDI8694547,40,reefer,full,heavy,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
QZCQ8328694,20,dry,full,light,deep_sea,truck,import,"washing, strip",Jim Wonder,,BGF,BGGFEED,,,,
RHGA9935458,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,washing,Jim Wonder,,BGF,BGGFEED,,,,
BIHH7163936,40,dry,empty,medium,deep_sea,feeder,waterside_transshipment,stuff,Jim Wonder,,BGF,BGGFEED,,,,
ODMT3686833,40,"dry, hazardous",empty,light,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
WFTN4935414,20,dry,full,light,deep_sea,truck,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
PPAA7683568,40,dry,full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
QQPC3192467,40,"dry, hazardous",full,heavy,deep_sea,truck,import,"washing, customs",Jim Wonder,,BGF,BGGFEED,,,,
LOBS6378539,40,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
AWSO1817345,40,dry,empty,medium,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
UEUN5157226,20,hazardous,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
FBYK2859587,40,dry,full,heavy,deep_sea,rail,import,"seal, stuff",Jim Wonder,,BGF,BGGFEED,,,,
FBXK5134295,40,dry,full,light,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
VCJZ6815796,20,dry,full,light,deep_sea,truck,import,"strip, stuff",Jim Wonder,,BGF,BGGFEED,,,,
JMSP4915944,20,dry,full,medium,deep_sea,rail,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
CXDU8611477,40,dry,empty,heavy,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
IUXY3698527,40,dry,full,medium,deep_sea,truck,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
OJRI3345721,40,reefer,full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
VOBZ4398836,20,dry,full,light,deep_sea,truck,import,"customs, strip, stuff",Jim Wonder,,BGF,BGGFEED,,,,
XQMU4544638,20,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
LUOP8742492,20,dry,full,heavy,deep_sea,feeder,waterside_transshipment,washing,Jim Wonder,,BGF,BGGFEED,,,,
JPNV6686724,20,dry,full,heavy,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
BFPN1448189,40,hazardous,full,light,deep_sea,feeder,waterside_transshipment,stuff,Jim Wonder,,BGF,BGGFEED,,,,
EMRQ2397567,40,dry,full,medium,deep_sea,feeder,waterside_transshipment,seal,Jim Wonder,,BGF,BGGFEED,,,,
UKOS5962996,20,dry,full,heavy,deep_sea,truck,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
GBFO4588723,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,"washing, strip",Jim Wonder,,BGF,BGGFEED,,,,
MZSI8473334,20,"dry, reefer",full,medium,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
ZQII2629157,20,hazardous,empty,medium,deep_sea,truck,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
GFVE8328865,40,dry,empty,medium,deep_sea,deep_sea,waterside_transshipment,"washing, seal, stuff",Jim Wonder,,BGF,BGGFEED,,,,
WTFZ6484938,20,reefer,full,light,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
WNUY7452267,40,"dry, reefer",empty,heavy,deep_sea,feeder,waterside_transshipment,"seal, customs, strip",Jim Wonder,,BGF,BGGFEED,,,,
PRZP3312464,20,dry,empty,light,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
UINX3727285,40,dry,full,medium,deep_sea,rail,import,"seal, customs",Jim Wonder,,BGF,BGGFEED,,,,
WLWO9699686,40,"dry, hazardous",full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
YGHJ5192518,20,"dry, reefer",full,light,deep_sea,rail,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
YRFM7521381,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
OCTH6337325,20,dry,full,light,deep_sea,truck,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
EBRQ2344811,40,dry,empty,light,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
BWBO1123669,40,"dry, hazardous",full,medium,deep_sea,rail,import,"washing, customs",Jim Wonder,,BGF,BGGFEED,,,,
LDTT7736376,20,hazardous,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
RHUF7528424,40,"dry, tank",full,medium,deep_sea,truck,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
BVTR9692827,20,"dry, reefer",full,light,deep_sea,deep_sea,waterside_transshipment,"seal, stuff",Jim Wonder,,BGF,BGGFEED,,,,
YLMF1282845,40,dry,empty,medium,deep_sea,deep_sea,waterside_transshipment,strip,Jim Wonder,,BGF,BGGFEED,,,,
ILWO4391242,40,"dry, reefer, hazardous",full,medium,deep_sea,rail,import,"washing, seal",Jim Wonder,,BGF,BGGFEED,,,,
DXGI8195195,40,dry,full,medium,deep_sea,rail,import,"washing, stuff",Jim Wonder,,BGF,BGGFEED,,,,
TAZZ2552422,40,"dry, reefer",full,medium,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
